248,0,0,
64,0,0,
141,0,0,
182,0,0,
51,0,0,
82,0,0,
157,0,0,
182,0,0,
37,0,0,
305,0,0,
26,0,0,
294,0,0,
256,0,0,
138,0,0,
532,0,0,
97,0,0,
1379,0,0,
389,0,0,
230,0,0,
19,0,0,
244,0,0,
340,0,0,
208,0,0,
354,900,1014,
274,0,0,
80,0,0,
53,0,0,
1920,0,0,
379,0,0,
225,0,0,
372,900,1498,
320,0,0,
659,5800,2026,
434,1800,2279,
501,3800,2347,
272,0,0,
693,6900,2223,
567,4700,1824,
617,4900,2046,
606,4900,1566,
584,4700,2014,
643,5800,2444,
761,6900,3024,
349,0,1976,
302,0,1667,
406,900,1989,
851,8000,2351,
3463,0,0,
793,8000,3444,
472,2900,2368,
730,6900,2750,
1142,13300,2869,
420,900,2055,
981,10200,2644,
1178,13300,2891,
957,10200,2292,
780,7100,3405,
881,9100,4057,
1344,16600,3852,
702,6900,2654,
1201,14400,3478,
1092,11300,2777,
813,8000,3980,
561,3800,2891,
941,10000,4167,
1058,11300,4366,
1455,17700,4698,
1034,11100,4164,
474,2900,3655,
1283,15500,3796,
5079,0,0,
922,9100,4816,
1037,11300,4306,
446,2000,3524,
1477,18600,5043,
1111,12400,5169,
897,9100,4204,
1366,16600,4435,
423,1800,3526,
500,2900,4950,
1013,11100,5229,
1596,20800,5091,
1163,13300,5602,
1780,24300,5125,
1090,11300,5079,
1536,19700,5950,
1265,15500,5483,
1193,14400,5114,
597,4900,4439,
371,900,3073,
1946,26300,5112,
1235,14400,5278,
1947,26500,5849,
652,5800,7878,
623,4900,5855,
526,3800,5116,
1535,19700,5409,
1802,24300,5169,
1307,15700,6117,
1646,21000,6980,
1561,19700,5961,
1568,19700,7107,
1623,21000,6810,
1984,26500,7604,
1247,14600,7826,
1834,25400,7715,
1598,20800,6282,
1737,23200,7539,
693,6000,8021,
870,8200,6615,
1209,14400,7143,
1865,25400,7711,
827,8000,7147,
1406,17500,8934,
1896,26300,8992,
3503,25200,7720,
1847,25400,8709,
743,6900,8286,
1266,15500,8069,
1795,24300,7666,
970,10200,9445,
1433,17500,9438,
892,9100,8757,
786,7100,8906,
3509,25200,7850,
10124,0,0,
1996,26500,8013,
1509,18600,10267,
1582,19900,10580,
937,9100,9175,
3493,25000,8331,
1495,18600,9802,
1599,21000,11235,
1518,18800,10504,
1074,11300,11489,
12838,0,0,
1142,12400,12309,
1010,10200,10958,
1642,21000,11317,
1589,20800,11238,
1667,21200,11615,
1438,17700,11162,
1129,12400,12058,
1702,22100,12571,
12834,0,0,
1744,23200,13089,
1100,11500,11733,
1724,22300,12752,
1701,22100,12430,
1496,18600,11904,
15981,0,0,
1184,13500,13586,
1677,22100,12304,
1187,13500,14410,
1779,24300,14581,
1757,23200,13245,
15971,0,0,
1224,14400,13815,
1960,26500,14979,
16706,11900,1102,
1587,19900,13645,
1265,14600,14699,
1739,23200,14463,
1307,15700,15350,
1336,15700,15969,
1702,22100,15830,
3482,25000,13881,
17935,10800,445,
17902,0,0,
1799,24300,14828,
3445,25000,13617,
1732,22300,17104,
17921,10800,438,
16695,11900,323,
15982,12800,1502,
1387,16600,16839,
16663,11900,1346,
18840,0,0,
1630,21000,15012,
16681,11900,1556,
20316,8100,6,
1356,16600,16545,
1813,24500,17966,
1550,19700,18677,
20509,0,0,
1668,21200,18600,
20272,0,0,
2006,26700,18310,
1838,25400,18785,
20504,0,0,
1463,17700,18412,
20623,0,0,
5080,23700,15067,
1761,23400,18743,
1947,26500,20185,
1889,25400,19136,
3478,25000,18081,
10415,18100,12055,
23799,0,0,
12846,15900,10943,
6491,22200,17577,
9042,19600,15693,
24079,0,0,
1981,26500,20972,
10125,18300,15116,
16700,11900,8664,
25752,0,0,
4133,24100,19288,
3511,25200,19677,
13451,14800,10070,
15986,12800,8592,
