87,0,0,
18,0,0,
30,0,0,
315,0,0,
120,0,0,
269,0,0,
161,0,0,
272,0,0,
69,0,0,
80,0,0,
189,0,0,
242,0,0,
49,0,0,
234,0,0,
366,1800,1399,
131,0,0,
150,0,0,
107,0,0,
217,0,0,
150,0,0,
287,0,0,
219,0,0,
294,0,0,
180,0,0,
249,0,0,
340,0,1247,
418,2700,1542,
70,0,0,
42,0,0,
504,4700,2291,
487,4700,2696,
444,3800,1930,
535,5800,2400,
383,1800,2018,
729,9800,2841,
673,8900,2759,
551,5800,2485,
461,3800,2715,
641,8900,2786,
547,5800,2697,
3432,0,0,
349,900,3031,
359,1800,2663,
4141,0,0,
516,5800,2726,
689,9800,3846,
598,6900,2761,
4112,0,0,
390,1800,3670,
838,11800,3547,
275,0,2830,
353,900,3046,
342,0,3026,
753,10900,4800,
802,10900,4934,
405,2700,4219,
535,5800,3596,
593,6900,4979,
847,12000,4160,
1010,14200,4580,
508,4900,3320,
573,6900,4735,
1165,16400,5094,
878,12000,5023,
459,3800,3630,
1386,20400,5316,
777,10900,4855,
1278,18400,5006,
932,13100,5343,
1340,19500,4949,
839,12000,5003,
1181,17300,4829,
944,13100,4622,
1077,15300,4616,
430,2900,4347,
555,6000,5987,
1334,19500,6023,
890,12200,5335,
513,4900,5687,
7152,0,0,
637,7800,7046,
1422,21500,6013,
1534,23500,7000,
857,12000,7163,
616,6900,6454,
1556,23500,7028,
1464,22400,6785,
477,3800,5648,
1559,23700,7066,
1498,22600,6873,
639,8000,6808,
707,9800,7607,
1020,14200,7903,
956,13100,7414,
979,14200,7798,
584,6900,6251,
1674,26600,7728,
1621,25500,7593,
815,10900,7754,
675,8900,8697,
670,8900,8605,
1113,15300,10237,
931,13100,10677,
621,7800,6525,
1041,15100,9279,
1099,15300,10065,
1056,15300,9699,
1137,16400,10443,
748,10000,9301,
1210,17300,10612,
1233,17500,10838,
797,10900,9960,
904,12200,10569,
11932,0,0,
967,13300,10958,
854,12000,10476,
1256,18400,11924,
1035,14200,10527,
1440,21500,12290,
996,14200,11589,
1068,15300,11436,
1315,19300,12476,
1414,21300,12394,
1168,16400,13447,
1513,22600,13246,
1586,23700,13185,
1519,22600,14255,
1235,17500,12199,
1127,15500,11878,
1480,22400,13007,
1600,24600,13550,
1129,16400,12469,
4786,24000,11264,
1615,24600,14157,
1286,18400,13891,
1186,17300,13715,
1646,25700,14963,
1399,20400,14987,
3401,25100,13951,
7085,21400,10329,
1388,20400,16021,
18512,0,0,
1309,19300,14108,
1343,19500,14864,
11610,16800,5812,
17895,10800,293,
15781,12800,2184,
1258,18400,13828,
1551,23500,16961,
1443,21500,16820,
1690,26600,15757,
4113,24200,13669,
18531,9900,1054,
1424,21500,16469,
1616,24600,18936,
1594,23700,18217,
1495,22600,16961,
21481,0,0,
21495,0,0,
3383,25100,18068,
21452,0,0,
7161,21400,14308,
1595,24600,18645,
1654,25700,19475,
7088,21400,16866,
1640,25700,19056,
1712,26600,19519,
4630,24000,19039,
6200,22500,17480,
3447,25100,19720,
3418,25100,18207,
4153,24200,19016,
26092,0,0,
26957,0,0,
11570,17000,13553,
26091,0,0,
26097,0,0,
15091,13700,11087,
11943,16800,13879,
