187,0,0,
599,0,0,
274,0,0,
71,0,0,
86,0,0,
38,0,0,
151,0,0,
252,0,0,
341,0,0,
109,0,0,
404,0,0,
271,0,0,
211,0,0,
126,0,0,
72,0,0,
207,0,0,
127,0,0,
224,0,0,
58,0,0,
615,4900,1017,
242,0,0,
168,0,0,
27,0,0,
236,0,0,
693,6000,1856,
540,0,0,
322,0,2357,
281,0,0,
3287,0,0,
362,900,2246,
74,0,0,
903,11100,1720,
479,2900,2957,
430,2000,2997,
667,6000,1851,
45,0,0,
774,9100,1819,
383,900,2507,
294,0,2371,
494,2900,3037,
1070,14200,1907,
1118,14400,2553,
3360,0,0,
434,2000,2926,
460,2000,3388,
1056,13300,1820,
312,0,2712,
420,1100,2937,
373,900,2908,
449,2000,3381,
1222,16400,3134,
562,4900,3178,
1322,17500,3103,
635,4900,4178,
653,6000,4440,
539,4000,4335,
513,4000,3921,
726,8000,4483,
4349,0,0,
819,10000,4956,
1437,19500,3572,
1802,25700,4192,
560,4000,4825,
501,3100,3992,
1581,22600,3856,
704,7100,4879,
331,0,2815,
1403,19500,3268,
1872,26800,4217,
687,6000,4522,
831,10000,5378,
747,8000,6116,
861,10200,6093,
476,2900,3861,
642,5100,5964,
6698,0,0,
742,8000,4736,
700,6200,5995,
938,12200,6230,
898,11100,6062,
595,4900,5732,
800,9100,6768,
707,7100,5994,
998,13300,6576,
960,12200,6269,
1489,20600,7018,
904,11100,7529,
1196,16400,6411,
664,6000,6123,
1084,14400,7819,
1570,22600,7010,
1626,23700,7813,
1593,22600,7216,
706,7100,7385,
1793,25700,8363,
1033,13300,9154,
1617,23500,7488,
728,8000,7730,
877,10200,8504,
952,12200,9135,
987,13100,8801,
799,9100,7201,
1142,15300,8209,
763,8200,6772,
931,11300,8675,
1666,23700,7793,
973,12200,7732,
1732,24600,8406,
802,9100,8383,
3384,25300,7581,
3435,25300,7640,
10090,0,0,
1247,17300,9233,
6969,21800,4527,
987,12200,10323,
1094,14400,9186,
1291,17500,9628,
828,10000,8472,
1172,15500,10591,
6899,21800,4394,
1273,17500,10516,
8093,20700,3675,
1286,17500,10727,
917,11300,9686,
11797,0,0,
1026,13300,10742,
1368,18600,11507,
1531,21500,10651,
3444,25300,9897,
1344,18400,10622,
1149,15500,11186,
1428,19500,11784,
1063,13300,11127,
1102,14400,10768,
1767,25700,12706,
1691,24600,12598,
1471,20600,11979,
1830,26600,12647,
9610,18500,5585,
3831,24400,10233,
1511,21500,12484,
1173,15500,12456,
1125,14400,11841,
1705,24600,12687,
1211,16400,13018,
1856,26800,13063,
1377,18600,13456,
1332,17500,13168,
3865,24400,11367,
1238,16400,13393,
12215,16100,5093,
11773,17000,5175,
6978,21800,9617,
1510,20600,15945,
1486,20600,14837,
6716,21800,9849,
1580,22600,16593,
12203,16100,4778,
12343,16100,5315,
17478,10800,510,
1513,21500,14839,
1397,18600,14064,
1466,19700,14771,
1610,22600,17197,
1444,19700,15891,
17479,10800,830,
4364,24400,12200,
8011,20700,9117,
1667,23700,18400,
12014,16100,6274,
3838,24400,16932,
1886,26800,18768,
21090,0,0,
21079,0,0,
1537,21700,16303,
12219,16100,7500,
1648,23700,17989,
14643,13900,6997,
1707,24600,18881,
23325,0,0,
1822,25700,19467,
1756,24800,19218,
23336,0,0,
1853,26800,20102,
1791,25700,19279,
6723,22000,16127,
12369,16100,10953,
14837,13900,7755,
21309,7200,2346,
5392,23100,18416,
3884,24400,19543,
6699,21800,18326,
17480,10800,8366,
23842,4500,324,
9613,18500,13473,
