176,0,0,
93,0,0,
132,0,0,
234,0,0,
80,0,0,
195,0,0,
374,0,0,
31,0,0,
58,0,0,
110,0,0,
514,0,0,
324,0,0,
200,0,0,
45,0,0,
270,0,0,
230,0,0,
112,0,0,
381,0,0,
302,0,0,
157,0,0,
257,0,0,
344,0,0,
212,0,0,
127,0,0,
146,0,0,
20,0,0,
533,4700,1262,
351,1800,1491,
285,900,2479,
446,3600,1572,
911,10000,2087,
248,0,1921,
459,3800,1743,
162,0,0,
425,2700,1517,
872,8900,2071,
571,5600,1801,
375,1800,2259,
601,5800,2002,
940,10000,2340,
740,7800,2068,
653,6700,1957,
684,6700,2037,
794,8000,2066,
589,5800,4686,
278,0,2302,
621,5800,1983,
445,3600,1990,
344,1800,1791,
487,4700,2457,
442,3600,3374,
313,900,3017,
3790,0,0,
1064,11300,3931,
1089,12200,4097,
3824,0,0,
441,2700,3336,
1326,16400,4362,
411,2700,3374,
498,4700,4251,
1158,14200,4269,
835,8900,5276,
772,7800,3532,
776,7800,3862,
970,10200,3239,
1142,14200,4029,
993,11100,3772,
567,4700,4225,
1199,15300,4377,
1247,16200,4333,
480,3800,4116,
961,10200,3768,
715,6900,5465,
821,8000,5485,
1291,16400,4342,
1379,17500,4427,
727,6900,5460,
674,6700,5398,
1556,20600,5700,
635,5800,5320,
1527,20400,5608,
1399,18400,5554,
921,10000,6522,
1634,21700,6549,
1482,19500,5513,
1657,22600,5678,
887,9100,6551,
1816,25700,5806,
830,8000,5556,
1606,21500,6572,
989,10200,7102,
1897,26800,5805,
1557,20600,6258,
1012,11100,7516,
895,10000,6764,
1704,23700,7551,
1036,11300,7493,
1049,11300,7143,
929,10000,6760,
1096,12200,7803,
1177,14200,6506,
1275,16400,7029,
865,8900,6450,
1069,11300,8180,
1765,24800,7806,
775,7800,6138,
1690,22800,6950,
1885,26800,8012,
6393,22000,4246,
1260,16200,9916,
1117,14000,8182,
8211,20500,2857,
1800,25700,8016,
1095,12200,8604,
7456,20900,3438,
11210,0,0,
1199,14400,10006,
2580,25700,7589,
2609,25700,7935,
1146,14200,9477,
1131,14200,9810,
1363,17300,10021,
1102,13100,9103,
1103,13100,9428,
1220,15300,9723,
1244,15300,10507,
1460,19300,11276,
1204,15300,10430,
1620,21700,10016,
1426,18400,10278,
1295,16400,10946,
1498,19500,11428,
1793,25700,11367,
1523,20400,11526,
1681,22600,12106,
1329,16400,12032,
1352,17300,12236,
1465,19500,12600,
1587,21500,11795,
1745,24600,12183,
2650,25700,12334,
1788,25700,12405,
1386,17500,12452,
1722,23700,12141,
1413,18400,10639,
1573,20600,13087,
1824,25900,12784,
1451,18400,12509,
1845,26800,12862,
1502,19500,13006,
1629,21700,14585,
8099,20500,8086,
3822,24600,12080,
1662,22600,14620,
2764,25700,13008,
1534,20600,14225,
10640,18100,5803,
1647,21700,14630,
1869,26800,14049,
17737,10800,390,
11758,17000,4779,
17675,0,0,
17693,0,0,
17667,0,0,
3796,24600,13870,
16286,0,0,
1700,22800,15668,
17722,10800,159,
1701,23700,16397,
1916,26800,15647,
18526,0,0,
2611,25700,15074,
18519,9900,447,
18509,0,0,
1733,23700,16775,
19720,0,0,
7439,20900,12218,
5277,23300,14235,
3825,24600,18568,
2654,25700,15844,
1744,24600,17962,
11233,17000,8615,
11759,17000,8575,
1823,25900,18613,
2791,25700,18816,
1784,24800,17982,
6189,22000,15007,
1834,25900,19355,
23058,0,0,
6407,22000,16798,
7459,20900,16346,
14663,13700,8784,
13964,14800,9086,
18536,9900,6337,
20436,8100,3447,
8207,20500,14593,
4794,23500,17999,
16292,11700,8851,
8212,20500,16054,
17702,10800,7658,
11638,17000,12663,
